Rules,Antecedence,Consequent,sup(A),sup(B),sup(A U B),Kulczynski,IR
"If ['Latitude 176', 'Longitude 52', 'Magnitude Type ML'], Then ['Region Name IONIAN SEA']","('Latitude 176', 'Longitude 52', 'Magnitude Type ML')","('Region Name IONIAN SEA',)",3417,4496,3417,0.88,0.23999110320284697
"If ['Latitude 176', 'Longitude 52'], Then ['Magnitude Type ML', 'Region Name IONIAN SEA']","('Latitude 176', 'Longitude 52')","('Magnitude Type ML', 'Region Name IONIAN SEA')",3523,4357,3417,0.8771,0.18686981850773024
"If ['Magnitude Type ML', 'Region Name IONIAN SEA'], Then ['Latitude 176', 'Longitude 52']","('Magnitude Type ML', 'Region Name IONIAN SEA')","('Latitude 176', 'Longitude 52')",4357,3523,3417,0.8771,0.18686981850773024
"If ['Latitude 184', 'Longitude 50', 'Magnitude Type ML'], Then ['Region Name CENTRAL ITALY']","('Latitude 184', 'Longitude 50', 'Magnitude Type ML')","('Region Name CENTRAL ITALY',)",4368,6920,4368,0.8156,0.36878612716763004
"If ['Latitude 184', 'Longitude 50'], Then ['Magnitude Type ML', 'Region Name CENTRAL ITALY']","('Latitude 184', 'Longitude 50')","('Magnitude Type ML', 'Region Name CENTRAL ITALY')",4415,6854,4368,0.8133,0.3534270395594841
"If ['Longitude 6', 'Magnitude Type ML', 'Year 41'], Then ['Latitude 148']","('Longitude 6', 'Magnitude Type ML', 'Year 41')","('Latitude 148',)",21652,34573,21162,0.7947,0.36850811396628924
"If ['Longitude 58', 'Magnitude Type ML'], Then ['Region Name EASTERN TURKEY']","('Longitude 58', 'Magnitude Type ML')","('Region Name EASTERN TURKEY',)",6378,9183,5648,0.7503,0.2829617673761727
"If ['Region Name OKLAHOMA'], Then ['Longitude 21']","('Region Name OKLAHOMA',)","('Longitude 21',)",5863,11453,5815,0.7498,0.4860446917659334
"If ['Latitude 184', 'Magnitude Type ML'], Then ['Longitude 50', 'Region Name CENTRAL ITALY']","('Latitude 184', 'Magnitude Type ML')","('Longitude 50', 'Region Name CENTRAL ITALY')",6879,5656,4368,0.7036,0.14974898983714952
"If ['Latitude 148', 'Magnitude Type ML', 'Month 33'], Then ['Longitude 6', 'Region Name ISLAND OF HAWAII, HAWAII', 'Year 41']","('Latitude 148', 'Magnitude Type ML', 'Month 33')","('Longitude 6', 'Region Name ISLAND OF HAWAII, HAWAII', 'Year 41')",9793,24930,9571,0.6806,0.6018209287531806
"If ['Latitude 148', 'Longitude 6', 'Year 41'], Then ['Magnitude Type ML', 'Month 33', 'Region Name ISLAND OF HAWAII, HAWAII']","('Latitude 148', 'Longitude 6', 'Year 41')","('Magnitude Type ML', 'Month 33', 'Region Name ISLAND OF HAWAII, HAWAII')",25152,9772,9571,0.68,0.6066343233542382
"If ['Latitude 184'], Then ['Longitude 50', 'Magnitude Type ML', 'Region Name CENTRAL ITALY']","('Latitude 184',)","('Longitude 50', 'Magnitude Type ML', 'Region Name CENTRAL ITALY')",7552,5601,4368,0.6791,0.22208309618668184
"If ['Latitude 184', 'Region Name CENTRAL ITALY'], Then ['Longitude 50', 'Magnitude Type ML']","('Latitude 184', 'Region Name CENTRAL ITALY')","('Longitude 50', 'Magnitude Type ML')",5367,8107,4368,0.6763,0.300900505161432
"If ['Latitude 148', 'Longitude 6', 'Magnitude Type ML', 'Month 33', 'Year 41'], Then ['Region Name ISLAND OF HAWAII, HAWAII']","('Latitude 148', 'Longitude 6', 'Magnitude Type ML', 'Month 33', 'Year 41')","('Region Name ISLAND OF HAWAII, HAWAII',)",9577,27976,9571,0.6707,0.6575298406118218
"If ['Magnitude Type ML', 'Month 33', 'Region Name ISLAND OF HAWAII, HAWAII'], Then ['Latitude 148', 'Longitude 6']","('Magnitude Type ML', 'Month 33', 'Region Name ISLAND OF HAWAII, HAWAII')","('Latitude 148', 'Longitude 6')",9772,28010,9687,0.6686,0.6491546538529988
"If ['Depth 6', 'Latitude 148', 'Magnitude Type ML'], Then ['Longitude 6', 'Region Name ISLAND OF HAWAII, HAWAII', 'Year 41']","('Depth 6', 'Latitude 148', 'Magnitude Type ML')","('Longitude 6', 'Region Name ISLAND OF HAWAII, HAWAII', 'Year 41')",8789,24930,8627,0.6638,0.6432727562569743
"If ['Month 28', 'Region Name ISLAND OF HAWAII, HAWAII'], Then ['Latitude 148', 'Longitude 6']","('Month 28', 'Region Name ISLAND OF HAWAII, HAWAII')","('Latitude 148', 'Longitude 6')",9261,28010,9180,0.6595,0.6674379694564095
"If ['Depth 6', 'Latitude 148', 'Magnitude Type ML', 'Region Name ISLAND OF HAWAII, HAWAII'], Then ['Longitude 6', 'Year 41']","('Depth 6', 'Latitude 148', 'Magnitude Type ML', 'Region Name ISLAND OF HAWAII, HAWAII')","('Longitude 6', 'Year 41')",8760,25897,8627,0.659,0.6583557433730312
"If ['Latitude 148', 'Longitude 6', 'Month 28', 'Year 41'], Then ['Region Name ISLAND OF HAWAII, HAWAII']","('Latitude 148', 'Longitude 6', 'Month 28', 'Year 41')","('Region Name ISLAND OF HAWAII, HAWAII',)",9007,27976,8971,0.6583,0.6771740682564615
"If ['Latitude 148', 'Magnitude Type ML', 'Month 33', 'Region Name ISLAND OF HAWAII, HAWAII', 'Year 41'], Then ['Longitude 6']","('Latitude 148', 'Magnitude Type ML', 'Month 33', 'Region Name ISLAND OF HAWAII, HAWAII', 'Year 41')","('Longitude 6',)",9571,30265,9571,0.6581,0.6837601189492813
"If ['Depth 5', 'Latitude 148', 'Magnitude Type ML'], Then ['Longitude 6', 'Year 41']","('Depth 5', 'Latitude 148', 'Magnitude Type ML')","('Longitude 6', 'Year 41')",8290,25897,8249,0.6568,0.6788110108720796
"If ['Depth 5', 'Latitude 148', 'Magnitude Type ML', 'Region Name ISLAND OF HAWAII, HAWAII'], Then ['Longitude 6', 'Year 41']","('Depth 5', 'Latitude 148', 'Magnitude Type ML', 'Region Name ISLAND OF HAWAII, HAWAII')","('Longitude 6', 'Year 41')",8252,25897,8216,0.6564,0.6804072031774188
"If ['Latitude 148'], Then ['Longitude 6', 'Month 33', 'Year 41']","('Latitude 148',)","('Longitude 6', 'Month 33', 'Year 41')",34573,11126,11040,0.6558,0.6765053809977206
"If ['Latitude 148', 'Magnitude Type ML', 'Month 33', 'Year 41'], Then ['Longitude 6']","('Latitude 148', 'Magnitude Type ML', 'Month 33', 'Year 41')","('Longitude 6',)",9625,30265,9577,0.6557,0.6808959852208624
