Rules,Antecedence,Consequent,sup(A),sup(B),sup(A U B),Kulczynski,IR
"If ['Latitude 176', 'Longitude 52', 'Magnitude Type ML'], Then ['Region Name IONIAN SEA']","('Latitude 176', 'Longitude 52', 'Magnitude Type ML')","('Region Name IONIAN SEA',)",3417,4496,3417,0.88,0.23999110320284697
"If ['Longitude 6', 'Region Name ISLAND OF HAWAII, HAWAII'], Then ['Latitude 148', 'Magnitude Type ML']","('Longitude 6', 'Region Name ISLAND OF HAWAII, HAWAII')","('Latitude 148', 'Magnitude Type ML')",27976,23432,22309,0.8748,0.15615656895425958
"If ['Longitude 6', 'Magnitude Type ML'], Then ['Latitude 148', 'Year 41']","('Longitude 6', 'Magnitude Type ML')","('Latitude 148', 'Year 41')",23802,26000,21162,0.8515,0.07674581005586592
"If ['Longitude 6', 'Region Name ISLAND OF HAWAII, HAWAII', 'Year 41'], Then ['Latitude 148']","('Longitude 6', 'Region Name ISLAND OF HAWAII, HAWAII', 'Year 41')","('Latitude 148',)",24930,34573,24576,0.8483,0.2760901308443325
"If ['Latitude 148', 'Magnitude Type ML', 'Year 41'], Then ['Longitude 6']","('Latitude 148', 'Magnitude Type ML', 'Year 41')","('Longitude 6',)",21480,30265,21162,0.8422,0.2872510872053101
"If ['Longitude 6', 'Magnitude Type ML', 'Year 41'], Then ['Latitude 148']","('Longitude 6', 'Magnitude Type ML', 'Year 41')","('Latitude 148',)",21652,34573,21162,0.7947,0.36850811396628924
"If ['Region Name CENTRAL ITALY'], Then ['Longitude 50', 'Magnitude Type ML']","('Region Name CENTRAL ITALY',)","('Longitude 50', 'Magnitude Type ML')",6920,8107,5601,0.7501,0.12592828347124974
"If ['Magnitude Type ML', 'Region Name CENTRAL ITALY'], Then ['Longitude 50']","('Magnitude Type ML', 'Region Name CENTRAL ITALY')","('Longitude 50',)",6854,8274,5601,0.7471,0.1490500682271439
"If ['Longitude 58'], Then ['Magnitude Type ML', 'Region Name EASTERN TURKEY']","('Longitude 58',)","('Magnitude Type ML', 'Region Name EASTERN TURKEY')",6627,9088,5648,0.7369,0.24446210390384424
"If ['Latitude 148', 'Month 33', 'Region Name ISLAND OF HAWAII, HAWAII'], Then ['Longitude 6', 'Year 41']","('Latitude 148', 'Month 33', 'Region Name ISLAND OF HAWAII, HAWAII')","('Longitude 6', 'Year 41')",11224,25897,11024,0.7039,0.562248534314289
"If ['Latitude 148', 'Longitude 6', 'Year 41'], Then ['Magnitude Type ML', 'Month 33', 'Region Name ISLAND OF HAWAII, HAWAII']","('Latitude 148', 'Longitude 6', 'Year 41')","('Magnitude Type ML', 'Month 33', 'Region Name ISLAND OF HAWAII, HAWAII')",25152,9772,9571,0.68,0.6066343233542382
"If ['Latitude 148', 'Month 33', 'Year 41'], Then ['Longitude 6']","('Latitude 148', 'Month 33', 'Year 41')","('Longitude 6',)",11149,30265,11040,0.6775,0.6293540528083229
"If ['Latitude 148', 'Month 33'], Then ['Longitude 6', 'Year 41']","('Latitude 148', 'Month 33')","('Longitude 6', 'Year 41')",11911,25897,11040,0.6766,0.522489539748954
"If ['Latitude 184', 'Region Name CENTRAL ITALY'], Then ['Longitude 50', 'Magnitude Type ML']","('Latitude 184', 'Region Name CENTRAL ITALY')","('Longitude 50', 'Magnitude Type ML')",5367,8107,4368,0.6763,0.300900505161432
"If ['Region Name ISLAND OF HAWAII, HAWAII', 'Year 41'], Then ['Depth 5', 'Latitude 148', 'Longitude 6']","('Region Name ISLAND OF HAWAII, HAWAII', 'Year 41')","('Depth 5', 'Latitude 148', 'Longitude 6')",24930,9456,9246,0.6743,0.6155131264916468
"If ['Longitude 6', 'Magnitude Type ML', 'Month 33'], Then ['Latitude 148', 'Year 41']","('Longitude 6', 'Magnitude Type ML', 'Month 33')","('Latitude 148', 'Year 41')",9832,26000,9577,0.6712,0.6158065130451342
"If ['Depth 6', 'Latitude 148', 'Year 41'], Then ['Longitude 6']","('Depth 6', 'Latitude 148', 'Year 41')","('Longitude 6',)",10012,30265,10011,0.6653,0.6691667217339589
"If ['Depth 5', 'Region Name ISLAND OF HAWAII, HAWAII', 'Year 41'], Then ['Latitude 148', 'Longitude 6']","('Depth 5', 'Region Name ISLAND OF HAWAII, HAWAII', 'Year 41')","('Latitude 148', 'Longitude 6')",9262,28010,9246,0.6642,0.6689502604724185
"If ['Depth 5', 'Longitude 6'], Then ['Latitude 148', 'Region Name ISLAND OF HAWAII, HAWAII']","('Depth 5', 'Longitude 6')","('Latitude 148', 'Region Name ISLAND OF HAWAII, HAWAII')",9567,27191,9366,0.6617,0.6433995327102804
"If ['Region Name ISLAND OF HAWAII, HAWAII'], Then ['Latitude 148', 'Longitude 6', 'Month 28']","('Region Name ISLAND OF HAWAII, HAWAII',)","('Latitude 148', 'Longitude 6', 'Month 28')",27976,9272,9180,0.6591,0.6663816445774547
"If ['Depth 6', 'Latitude 148', 'Magnitude Type ML', 'Region Name ISLAND OF HAWAII, HAWAII'], Then ['Longitude 6', 'Year 41']","('Depth 6', 'Latitude 148', 'Magnitude Type ML', 'Region Name ISLAND OF HAWAII, HAWAII')","('Longitude 6', 'Year 41')",8760,25897,8627,0.659,0.6583557433730312
"If ['Depth 6', 'Magnitude Type ML', 'Region Name ISLAND OF HAWAII, HAWAII'], Then ['Longitude 6', 'Year 41']","('Depth 6', 'Magnitude Type ML', 'Region Name ISLAND OF HAWAII, HAWAII')","('Longitude 6', 'Year 41')",8774,25897,8632,0.6586,0.6575905372710166
"If ['Longitude 6', 'Month 33', 'Region Name ISLAND OF HAWAII, HAWAII', 'Year 41'], Then ['Latitude 148']","('Longitude 6', 'Month 33', 'Region Name ISLAND OF HAWAII, HAWAII', 'Year 41')","('Latitude 148',)",11091,34573,11024,0.6564,0.6778868360277136
"If ['Latitude 148', 'Magnitude Type ML', 'Month 33', 'Year 41'], Then ['Longitude 6']","('Latitude 148', 'Magnitude Type ML', 'Month 33', 'Year 41')","('Longitude 6',)",9625,30265,9577,0.6557,0.6808959852208624
"If ['Longitude 6', 'Magnitude Type ML', 'Month 28'], Then ['Latitude 148', 'Year 41']","('Longitude 6', 'Magnitude Type ML', 'Month 28')","('Latitude 148', 'Year 41')",8232,26000,8011,0.6406,0.6776248045459746
"If ['Magnitude Type mb', 'Region Name OKLAHOMA'], Then ['Longitude 21']","('Magnitude Type mb', 'Region Name OKLAHOMA')","('Longitude 21',)",3210,11453,3182,0.6346,0.7179688180472085
"If ['Depth 5', 'Longitude 6', 'Region Name ISLAND OF HAWAII, HAWAII', 'Year 41'], Then ['Latitude 148']","('Depth 5', 'Longitude 6', 'Region Name ISLAND OF HAWAII, HAWAII', 'Year 41')","('Latitude 148',)",9262,34573,9246,0.6329,0.7317644337795253
"If ['Latitude 148', 'Magnitude Type ML', 'Month 28', 'Year 41'], Then ['Longitude 6']","('Latitude 148', 'Magnitude Type ML', 'Month 28', 'Year 41')","('Longitude 6',)",8027,30265,8011,0.6314,0.7343879000033025
"If ['Longitude 6', 'Month 28', 'Region Name ISLAND OF HAWAII, HAWAII'], Then ['Latitude 148']","('Longitude 6', 'Month 28', 'Region Name ISLAND OF HAWAII, HAWAII')","('Latitude 148',)",9261,34573,9180,0.6284,0.7304207306515842
"If ['Longitude 6', 'Month 28', 'Region Name ISLAND OF HAWAII, HAWAII', 'Year 41'], Then ['Latitude 148']","('Longitude 6', 'Month 28', 'Region Name ISLAND OF HAWAII, HAWAII', 'Year 41')","('Latitude 148',)",9023,34573,8971,0.6269,0.7379061371841156
"If ['Depth 6', 'Longitude 6', 'Magnitude Type ML', 'Region Name ISLAND OF HAWAII, HAWAII'], Then ['Latitude 148']","('Depth 6', 'Longitude 6', 'Magnitude Type ML', 'Region Name ISLAND OF HAWAII, HAWAII')","('Latitude 148',)",8774,34573,8760,0.6259,0.7459160956428716
"If ['Depth 6', 'Latitude 148', 'Region Name ISLAND OF HAWAII, HAWAII'], Then ['Longitude 6', 'Magnitude Type ML', 'Year 41']","('Depth 6', 'Latitude 148', 'Region Name ISLAND OF HAWAII, HAWAII')","('Longitude 6', 'Magnitude Type ML', 'Year 41')",10166,21652,8627,0.6235,0.4952783407356302
"If ['Latitude 148', 'Magnitude Type ML', 'Region Name ISLAND OF HAWAII, HAWAII'], Then ['Depth 5', 'Longitude 6', 'Year 41']","('Latitude 148', 'Magnitude Type ML', 'Region Name ISLAND OF HAWAII, HAWAII')","('Depth 5', 'Longitude 6', 'Year 41')",22309,9395,8216,0.6214,0.5498126702997275
"If ['Latitude 172', 'Magnitude Type ML'], Then ['Region Name CRETE, GREECE']","('Latitude 172', 'Magnitude Type ML')","('Region Name CRETE, GREECE',)",5482,6551,3695,0.619,0.1282082034060926
"If ['Depth 5', 'Longitude 6', 'Magnitude Type ML', 'Region Name ISLAND OF HAWAII, HAWAII'], Then ['Latitude 148']","('Depth 5', 'Longitude 6', 'Magnitude Type ML', 'Region Name ISLAND OF HAWAII, HAWAII')","('Latitude 148',)",8268,34573,8252,0.6184,0.7605018936656163
"If ['Depth 5', 'Longitude 6', 'Magnitude Type ML', 'Year 41'], Then ['Latitude 148']","('Depth 5', 'Longitude 6', 'Magnitude Type ML', 'Year 41')","('Latitude 148',)",8283,34573,8249,0.6172,0.7596728985465369
"If ['Depth 5', 'Latitude 148', 'Year 41'], Then ['Longitude 6', 'Magnitude Type ML']","('Depth 5', 'Latitude 148', 'Year 41')","('Longitude 6', 'Magnitude Type ML')",9329,23802,8249,0.6154,0.5816654609758058
"If ['Longitude 6', 'Magnitude Type ML', 'Month 28', 'Region Name ISLAND OF HAWAII, HAWAII', 'Year 41'], Then ['Latitude 148']","('Longitude 6', 'Magnitude Type ML', 'Month 28', 'Region Name ISLAND OF HAWAII, HAWAII', 'Year 41')","('Latitude 148',)",8034,34573,7994,0.6131,0.7667350417473203
"If ['Latitude 148', 'Longitude 6', 'Magnitude Type ML', 'Region Name ISLAND OF HAWAII, HAWAII'], Then ['Year 41']","('Latitude 148', 'Longitude 6', 'Magnitude Type ML', 'Region Name ISLAND OF HAWAII, HAWAII')","('Year 41',)",22309,73186,20866,0.6102,0.6817323024561498
"If ['Magnitude Type ML', 'Region Name SOUTHERN GREECE'], Then ['Longitude 53']","('Magnitude Type ML', 'Region Name SOUTHERN GREECE')","('Longitude 53',)",4079,18164,4059,0.6093,0.7745820501539815
"If ['Depth 6', 'Year 41'], Then ['Longitude 6']","('Depth 6', 'Year 41')","('Longitude 6',)",11698,30265,10053,0.5958,0.5818552178000627
"If ['Depth 6', 'Longitude 6', 'Month 33', 'Region Name ISLAND OF HAWAII, HAWAII'], Then ['Latitude 148', 'Year 41']","('Depth 6', 'Longitude 6', 'Month 33', 'Region Name ISLAND OF HAWAII, HAWAII')","('Latitude 148', 'Year 41')",4826,26000,4806,0.5904,0.8137586471944658
"If ['Latitude 148', 'Longitude 6', 'Magnitude Type ML'], Then ['Depth 5', 'Year 41']","('Latitude 148', 'Longitude 6', 'Magnitude Type ML')","('Depth 5', 'Year 41')",22697,10199,8249,0.5861,0.5070799691646042
"If ['Magnitude Type ML', 'Region Name TARAPACA, CHILE'], Then ['Longitude 29']","('Magnitude Type ML', 'Region Name TARAPACA, CHILE')","('Longitude 29',)",3596,17759,3493,0.584,0.7929123278468256
"If ['Depth 6', 'Magnitude Type ML', 'Year 41'], Then ['Longitude 6']","('Depth 6', 'Magnitude Type ML', 'Year 41')","('Longitude 6',)",9896,30265,8658,0.5805,0.6465733422213757
"If ['Depth 5', 'Latitude 148', 'Longitude 6', 'Month 33', 'Year 41'], Then ['Region Name ISLAND OF HAWAII, HAWAII']","('Depth 5', 'Latitude 148', 'Longitude 6', 'Month 33', 'Year 41')","('Region Name ISLAND OF HAWAII, HAWAII',)",4366,27976,4361,0.5774,0.8437868553661413
"If ['Depth 6', 'Magnitude Type ML', 'Month 33', 'Region Name ISLAND OF HAWAII, HAWAII', 'Year 41'], Then ['Latitude 148', 'Longitude 6']","('Depth 6', 'Magnitude Type ML', 'Month 33', 'Region Name ISLAND OF HAWAII, HAWAII', 'Year 41')","('Latitude 148', 'Longitude 6')",4180,28010,4179,0.5745,0.8507372103816357
"If ['Magnitude Type ML', 'Region Name IONIAN SEA'], Then ['Latitude 176']","('Magnitude Type ML', 'Region Name IONIAN SEA')","('Latitude 176',)",4357,14582,3838,0.572,0.6771074763260712
"If ['Depth 6', 'Longitude 6', 'Month 28'], Then ['Latitude 148', 'Year 41']","('Depth 6', 'Longitude 6', 'Month 28')","('Latitude 148', 'Year 41')",3827,26000,3808,0.5707,0.8521849417733195
"If ['Longitude 52', 'Region Name IONIAN SEA'], Then ['Latitude 176', 'Magnitude Type ML']","('Longitude 52', 'Region Name IONIAN SEA')","('Latitude 176', 'Magnitude Type ML')",3962,12267,3417,0.5705,0.6482204183577895
"If ['Longitude 52'], Then ['Latitude 176', 'Magnitude Type ML', 'Region Name IONIAN SEA']","('Longitude 52',)","('Latitude 176', 'Magnitude Type ML', 'Region Name IONIAN SEA')",13904,3838,3417,0.568,0.7026876090750437
"If ['Longitude 22', 'Year 41'], Then ['Magnitude Type  M']","('Longitude 22', 'Year 41')","('Magnitude Type  M',)",3146,17760,3031,0.5671,0.8175664335664335
